,decoded,encoded
53404,93,45135
53405,9,615
53406,84,36990
53407,81,34455
53408,93,45135
53409,7,415
53410,71,26655
53411,53,15135
53412,26,3930
53413,53,15135
53414,91,43255
53415,37,7615
53416,67,23815
53417,3,135
53418,70,25930
53419,78,32010
53420,7,415
53421,55,16255
53422,7,415
53423,72,27390
53424,45,11055
53425,82,35290
53426,29,4815
53427,56,16830
53428,60,19230
53429,80,33630
53430,46,11530
53431,82,35290
53432,99,51015
53433,40,8830
53434,88,40510
53435,16,1630
53436,74,28890
53437,50,13530
53438,28,4510
53439,88,40510
53440,76,30430
53441,88,40510
53442,12,990
53443,29,4815
53444,64,21790
53445,80,33630
53446,96,48030
53447,53,15135
53448,78,32010
53449,64,21790
53450,79,32815
53451,6,330
53452,83,36135
53453,20,2430
53454,98,50010
53455,10,730
53456,29,4815
53457,5,255
53458,40,8830
53459,62,20490
53460,6,330
53461,10,730
53462,46,11530
53463,39,8415
53464,7,415
53465,46,11530
53466,39,8415
53467,36,7230
53468,55,16255
53469,13,1135
53470,42,9690
53471,66,23130
53472,74,28890
53473,74,28890
53474,4,190
53475,53,15135
53476,4,190
53477,47,12015
53478,55,16255
53479,97,49015
53480,94,46090
53481,62,20490
53482,51,14055
53483,85,37855
53484,61,19855
53485,90,42330
53486,50,13530
53487,71,26655
53488,90,42330
53489,39,8415
53490,97,49015
53491,5,255
53492,73,28135
53493,51,14055
53494,44,10590
53495,52,14590
53496,77,31215
53497,14,1290
53498,89,41415
53499,13,1135
53500,66,23130
53501,56,16830
53502,8,510
53503,97,49015
53504,37,7615
53505,47,12015
53506,83,36135
53507,37,7615
53508,53,15135
53509,38,8010
53510,49,13015
53511,97,49015
53512,98,50010
53513,17,1815
53514,36,7230
53515,45,11055
53516,42,9690
53517,34,6490
53518,19,2215
53519,12,990
53520,7,415
53521,13,1135
53522,83,36135
53523,37,7615
53524,43,10135
53525,80,33630
53526,73,28135
53527,5,255
53528,98,50010
53529,82,35290
53530,89,41415
53531,34,6490
53532,74,28890
53533,34,6490
53534,30,5130
53535,55,16255
53536,90,42330
53537,52,14590
53538,78,32010
53539,79,32815
53540,30,5130
53541,18,2010
53542,45,11055
53543,16,1630
53544,16,1630
53545,16,1630
53546,78,32010
53547,90,42330
53548,2,90
53549,78,32010
53550,79,32815
53551,55,16255
53552,83,36135
53553,91,43255
53554,85,37855
53555,100,52030
53556,24,3390
53557,91,43255
53558,69,25215
53559,63,21135
53560,67,23815
53561,76,30430
53562,71,26655
53563,30,5130
53564,8,510
53565,77,31215
53566,32,5790
53567,47,12015
53568,93,45135
53569,49,13015
53570,4,190
53571,48,12510
53572,28,4510
53573,99,51015
53574,67,23815
53575,65,22455
53576,15,1455
53577,68,24510
53578,28,4510
53579,1,55
53580,63,21135
53581,31,5455
53582,82,35290
53583,36,7230
53584,3,135
53585,87,39615
53586,45,11055
53587,95,47055
53588,35,6855
53589,60,19230
53590,3,135
53591,22,2890
53592,69,25215
53593,35,6855
53594,43,10135
53595,4,190
53596,31,5455
53597,87,39615
53598,2,90
53599,45,11055
53600,57,17415
53601,17,1815
53602,77,31215
53603,94,46090
53604,54,15690
53605,91,43255
53606,37,7615
53607,23,3135
53608,36,7230
53609,58,18010
53610,5,255
53611,6,330
53612,83,36135
53613,6,330
53614,98,50010
53615,87,39615
53616,57,17415
53617,44,10590
53618,39,8415
53619,29,4815
53620,33,6135
53621,51,14055
53622,56,16830
53623,44,10590
53624,42,9690
53625,95,47055
53626,54,15690
53627,7,415
53628,4,190
53629,43,10135
53630,75,29655
53631,56,16830
53632,58,18010
53633,59,18615
53634,87,39615
53635,78,32010
53636,10,730
53637,20,2430
53638,29,4815
53639,5,255
53640,21,2655
53641,67,23815
53642,70,25930
53643,83,36135
53644,54,15690
53645,97,49015
53646,66,23130
53647,70,25930
53648,72,27390
53649,49,13015
53650,46,11530
53651,65,22455
53652,77,31215
53653,98,50010
53654,78,32010
53655,51,14055
53656,92,44190
53657,99,51015
53658,62,20490
53659,53,15135
53660,59,18615
53661,74,28890
53662,16,1630
53663,49,13015
53664,47,12015
53665,64,21790
53666,37,7615
53667,86,38730
53668,86,38730
53669,68,24510
53670,21,2655
53671,2,90
53672,23,3135
53673,80,33630
53674,5,255
53675,8,510
53676,13,1135
53677,66,23130
53678,1,55
53679,12,990
53680,88,40510
53681,54,15690
53682,27,4215
53683,41,9255
53684,31,5455
53685,88,40510
53686,31,5455
53687,86,38730
53688,50,13530
53689,53,15135
53690,38,8010
53691,10,730
53692,23,3135
53693,46,11530
53694,80,33630
53695,40,8830
53696,92,44190
53697,71,26655
53698,35,6855
53699,17,1815
53700,93,45135
53701,28,4510
53702,11,855
53703,5,255
53704,50,13530
53705,32,5790
53706,90,42330
53707,2,90
53708,38,8010
53709,45,11055
53710,91,43255
53711,68,24510
53712,94,46090
53713,66,23130
53714,86,38730
53715,27,4215
53716,19,2215
53717,26,3930
53718,42,9690
53719,27,4215
53720,10,730
53721,77,31215
53722,57,17415
53723,78,32010
53724,45,11055
53725,40,8830
53726,40,8830
53727,31,5455
53728,23,3135
53729,26,3930
53730,46,11530
53731,13,1135
53732,70,25930
53733,93,45135
53734,64,21790
53735,23,3135
53736,83,36135
53737,46,11530
53738,8,510
53739,16,1630
53740,44,10590
53741,65,22455
53742,92,44190
53743,67,23815
53744,29,4815
53745,5,255
53746,95,47055
53747,97,49015
53748,4,190
53749,47,12015
53750,94,46090
53751,77,31215
53752,39,8415
53753,49,13015
53754,37,7615
53755,14,1290
53756,51,14055
53757,89,41415
53758,56,16830
53759,47,12015
53760,36,7230
53761,77,31215
53762,99,51015
53763,54,15690
53764,92,44190
53765,21,2655
53766,98,50010
53767,70,25930
53768,83,36135
53769,99,51015
53770,57,17415
53771,38,8010
53772,13,1135
53773,60,19230
53774,87,39615
53775,89,41415
53776,19,2215
53777,34,6490
53778,46,11530
53779,54,15690
53780,15,1455
53781,46,11530
53782,11,855
53783,34,6490
53784,94,46090
53785,48,12510
53786,40,8830
53787,92,44190
53788,52,14590
53789,85,37855
53790,33,6135
53791,96,48030
53792,13,1135
53793,88,40510
53794,4,190
53795,31,5455
53796,15,1455
53797,44,10590
53798,49,13015
53799,29,4815
53800,60,19230
53801,33,6135
53802,35,6855
53803,89,41415
53804,95,47055
53805,94,46090
53806,0,30
53807,76,30430
53808,27,4215
53809,81,34455
53810,29,4815
53811,27,4215
53812,24,3390
53813,27,4215
53814,36,7230
53815,34,6490
53816,66,23130
53817,67,23815
53818,61,19855
53819,43,10135
53820,53,15135
53821,92,44190
53822,72,27390
53823,42,9690
53824,86,38730
53825,67,23815
53826,16,1630
53827,35,6855
53828,46,11530
53829,59,18615
53830,65,22455
53831,79,32815
53832,96,48030
53833,44,10590
53834,5,255
53835,83,36135
53836,27,4215
53837,37,7615
53838,17,1815
53839,11,855
53840,80,33630
53841,91,43255
53842,73,28135
53843,37,7615
53844,49,13015
53845,2,90
53846,96,48030
53847,44,10590
53848,67,23815
53849,96,48030
53850,13,1135
53851,10,730
53852,97,49015
53853,84,36990
53854,88,40510
53855,93,45135
53856,66,23130
53857,61,19855
53858,71,26655
53859,2,90
53860,0,30
53861,89,41415
53862,75,29655
53863,81,34455
53864,9,615
53865,83,36135
53866,19,2215
53867,69,25215
53868,18,2010
53869,44,10590
53870,33,6135
53871,54,15690
53872,1,55
53873,98,50010
53874,36,7230
53875,27,4215
53876,36,7230
53877,13,1135
53878,57,17415
53879,36,7230
53880,39,8415
53881,16,1630
53882,3,135
53883,47,12015
53884,0,30
53885,100,52030
53886,44,10590
53887,93,45135
53888,50,13530
53889,67,23815
53890,26,3930
53891,13,1135
53892,99,51015
53893,92,44190
53894,88,40510
53895,28,4510
53896,95,47055
53897,12,990
53898,6,330
53899,93,45135
53900,75,29655
53901,3,135
53902,26,3930
53903,33,6135
53904,2,90
53905,58,18010
53906,50,13530
53907,42,9690
53908,79,32815
53909,92,44190
53910,41,9255
53911,96,48030
53912,92,44190
53913,53,15135
53914,24,3390
53915,30,5130
53916,60,19230
53917,38,8010
53918,81,34455
53919,4,190
53920,65,22455
53921,73,28135
53922,30,5130
53923,55,16255
53924,81,34455
53925,88,40510
53926,77,31215
53927,49,13015
53928,61,19855
53929,13,1135
53930,88,40510
53931,50,13530
53932,65,22455
53933,18,2010
53934,71,26655
53935,27,4215
53936,64,21790
53937,22,2890
53938,90,42330
53939,90,42330
53940,7,415
53941,89,41415
53942,37,7615
53943,15,1455
53944,66,23130
53945,52,14590
53946,8,510
53947,72,27390
53948,89,41415
53949,32,5790
53950,92,44190
53951,62,20490
53952,93,45135
53953,10,730
53954,47,12015
53955,43,10135
53956,60,19230
53957,90,42330
53958,78,32010
53959,53,15135
53960,28,4510
53961,13,1135
53962,19,2215
53963,17,1815
53964,6,330
53965,50,13530
53966,3,135
53967,38,8010
53968,49,13015
53969,15,1455
53970,70,25930
53971,43,10135
53972,31,5455
53973,32,5790
53974,45,11055
53975,71,26655
53976,62,20490
53977,100,52030
53978,57,17415
53979,72,27390
53980,13,1135
53981,36,7230
53982,93,45135
53983,54,15690
53984,10,730
53985,40,8830
53986,25,3655
53987,64,21790
53988,22,2890
53989,51,14055
53990,95,47055
53991,33,6135
53992,75,29655
53993,83,36135
53994,35,6855
53995,56,16830
53996,65,22455
53997,69,25215
53998,30,5130
53999,82,35290
54000,73,28135
54001,29,4815
54002,42,9690
54003,57,17415
54004,79,32815
54005,27,4215
54006,94,46090
54007,35,6855
54008,16,1630
54009,15,1455
54010,52,14590
54011,58,18010
54012,55,16255
54013,21,2655
54014,29,4815
54015,30,5130
54016,51,14055
54017,71,26655
54018,89,41415
54019,1,55
54020,81,34455
54021,91,43255
54022,26,3930
54023,56,16830
54024,93,45135
54025,31,5455
54026,77,31215
54027,89,41415
54028,23,3135
54029,19,2215
54030,2,90
54031,89,41415
54032,51,14055
54033,51,14055
54034,99,51015
54035,36,7230
54036,55,16255
54037,53,15135
54038,89,41415
54039,74,28890
54040,52,14590
54041,16,1630
54042,71,26655
54043,69,25215
54044,84,36990
54045,82,35290
54046,63,21135
54047,53,15135
54048,19,2215
54049,14,1290
54050,56,16830
54051,58,18010
54052,66,23130
54053,65,22455
54054,58,18010
54055,55,16255
54056,41,9255
54057,97,49015
54058,33,6135
54059,10,730
54060,4,190
54061,78,32010
54062,59,18615
54063,84,36990
54064,38,8010
54065,95,47055
54066,87,39615
54067,46,11530
54068,17,1815
54069,51,14055
54070,50,13530
54071,60,19230
54072,44,10590
54073,83,36135
54074,36,7230
54075,91,43255
54076,94,46090
54077,60,19230
54078,25,3655
54079,9,615
54080,53,15135
54081,31,5455
54082,49,13015
54083,18,2010
54084,1,55
54085,90,42330
54086,51,14055
54087,77,31215
54088,64,21790
54089,36,7230
54090,97,49015
54091,95,47055
54092,13,1135
54093,71,26655
54094,85,37855
54095,98,50010
54096,36,7230
54097,31,5455
54098,89,41415
54099,42,9690
54100,100,52030
54101,53,15135
54102,15,1455
54103,56,16830
54104,31,5455
54105,32,5790
54106,93,45135
54107,26,3930
54108,28,4510
54109,92,44190
54110,15,1455
54111,16,1630
54112,88,40510
54113,33,6135
54114,89,41415
54115,40,8830
54116,8,510
54117,70,25930
54118,60,19230
54119,27,4215
54120,73,28135
54121,60,19230
54122,77,31215
54123,36,7230
54124,49,13015
54125,25,3655
54126,89,41415
54127,71,26655
54128,21,2655
54129,68,24510
54130,74,28890
54131,30,5130
54132,89,41415
54133,59,18615
54134,76,30430
54135,82,35290
54136,26,3930
54137,42,9690
54138,92,44190
54139,26,3930
54140,8,510
54141,77,31215
54142,50,13530
54143,70,25930
54144,35,6855
54145,85,37855
54146,46,11530
54147,18,2010
54148,8,510
54149,75,29655
54150,60,19230
54151,19,2215
54152,38,8010
54153,21,2655
54154,70,25930
54155,21,2655
54156,44,10590
54157,23,3135
54158,21,2655
54159,67,23815
54160,10,730
54161,76,30430
54162,22,2890
54163,68,24510
54164,37,7615
54165,99,51015
54166,55,16255
54167,100,52030
54168,2,90
54169,96,48030
54170,44,10590
54171,91,43255
54172,66,23130
54173,98,50010
54174,24,3390
54175,46,11530
54176,42,9690
54177,32,5790
54178,72,27390
54179,92,44190
54180,47,12015
54181,60,19230
54182,14,1290
54183,100,52030
54184,26,3930
54185,66,23130
54186,66,23130
54187,100,52030
54188,83,36135
54189,55,16255
54190,59,18615
54191,36,7230
54192,12,990
54193,96,48030
54194,71,26655
54195,4,190
54196,9,615
54197,59,18615
54198,14,1290
54199,81,34455
54200,78,32010
54201,38,8010
54202,38,8010
54203,1,55
54204,72,27390
54205,55,16255
54206,60,19230
54207,20,2430
54208,89,41415
54209,27,4215
54210,3,135
54211,26,3930
54212,46,11530
54213,29,4815
54214,59,18615
54215,61,19855
54216,8,510
54217,97,49015
54218,65,22455
54219,69,25215
54220,79,32815
54221,52,14590
54222,34,6490
54223,59,18615
54224,76,30430
54225,55,16255
54226,7,415
54227,83,36135
54228,33,6135
54229,9,615
54230,33,6135
54231,95,47055
54232,33,6135
54233,56,16830
54234,23,3135
54235,86,38730
54236,53,15135
54237,32,5790
54238,97,49015
54239,34,6490
54240,57,17415
54241,63,21135
54242,88,40510
54243,54,15690
54244,23,3135
54245,91,43255
54246,18,2010
54247,78,32010
54248,27,4215
54249,43,10135
54250,22,2890
54251,9,615
54252,65,22455
54253,98,50010
54254,40,8830
54255,74,28890
54256,86,38730
54257,18,2010
54258,45,11055
54259,27,4215
54260,12,990
54261,27,4215
54262,96,48030
54263,10,730
54264,12,990
54265,41,9255
54266,77,31215
54267,58,18010
54268,49,13015
54269,54,15690
54270,18,2010
54271,39,8415
54272,85,37855
54273,59,18615
54274,32,5790
54275,91,43255
54276,77,31215
54277,95,47055
54278,3,135
54279,33,6135
54280,64,21790
54281,50,13530
54282,80,33630
54283,12,990
54284,94,46090
54285,16,1630
54286,48,12510
54287,79,32815
54288,91,43255
54289,72,27390
54290,89,41415
54291,30,5130
54292,1,55
54293,7,415
54294,23,3135
54295,93,45135
54296,35,6855
54297,87,39615
54298,22,2890
54299,56,16830
54300,54,15690
54301,30,5130
54302,81,34455
54303,55,16255
54304,57,17415
54305,8,510
54306,13,1135
54307,26,3930
54308,83,36135
54309,81,34455
54310,17,1815
54311,29,4815
54312,78,32010
54313,49,13015
54314,88,40510
54315,36,7230
54316,43,10135
54317,62,20490
54318,77,31215
54319,50,13530
54320,84,36990
54321,94,46090
54322,1,55
54323,33,6135
54324,57,17415
54325,14,1290
54326,14,1290
54327,89,41415
54328,89,41415
54329,100,52030
54330,28,4510
54331,97,49015
54332,24,3390
54333,20,2430
54334,15,1455
54335,95,47055
54336,76,30430
54337,63,21135
54338,22,2890
54339,82,35290
54340,75,29655
54341,17,1815
54342,53,15135
54343,23,3135
54344,27,4215
54345,34,6490
54346,33,6135
54347,59,18615
54348,100,52030
54349,93,45135
54350,3,135
54351,90,42330
54352,94,46090
54353,92,44190
54354,67,23815
54355,25,3655
54356,76,30430
54357,26,3930
54358,62,20490
54359,38,8010
54360,58,18010
54361,95,47055
54362,6,330
54363,95,47055
54364,64,21790
54365,90,42330
54366,32,5790
54367,59,18615
54368,85,37855
54369,42,9690
54370,91,43255
54371,0,30
54372,91,43255
54373,50,13530
54374,35,6855
54375,0,30
54376,59,18615
54377,91,43255
54378,15,1455
54379,64,21790
54380,87,39615
54381,38,8010
54382,92,44190
54383,96,48030
54384,11,855
54385,51,14055
54386,31,5455
54387,81,34455
54388,94,46090
54389,50,13530
54390,48,12510
54391,15,1455
54392,1,55
54393,93,45135
54394,44,10590
54395,2,90
54396,31,5455
54397,71,26655
54398,8,510
54399,82,35290
54400,64,21790
54401,73,28135
54402,51,14055
54403,25,3655
54404,29,4815
54405,40,8830
54406,51,14055
54407,9,615
54408,22,2890
54409,70,25930
54410,79,32815
54411,95,47055
54412,70,25930
54413,100,52030
54414,40,8830
54415,46,11530
54416,3,135
54417,20,2430
54418,9,615
54419,40,8830
54420,63,21135
54421,89,41415
54422,55,16255
54423,57,17415
54424,56,16830
54425,56,16830
54426,86,38730
54427,65,22455
54428,69,25215
54429,99,51015
54430,33,6135
54431,55,16255
54432,94,46090
54433,55,16255
54434,15,1455
54435,33,6135
54436,91,43255
54437,6,330
54438,42,9690
54439,11,855
54440,0,30
54441,15,1455
54442,65,22455
54443,11,855
54444,19,2215
54445,54,15690
54446,28,4510
54447,73,28135
54448,42,9690
54449,64,21790
54450,83,36135
54451,94,46090
54452,97,49015
54453,0,30
54454,75,29655
54455,14,1290
54456,29,4815
54457,34,6490
54458,57,17415
54459,62,20490
54460,35,6855
54461,84,36990
54462,30,5130
54463,82,35290
54464,44,10590
54465,90,42330
54466,54,15690
54467,22,2890
54468,100,52030
54469,15,1455
54470,100,52030
54471,82,35290
54472,83,36135
54473,68,24510
54474,29,4815
54475,49,13015
54476,47,12015
54477,48,12510
54478,44,10590
54479,17,1815
54480,81,34455
54481,0,30
54482,22,2890
54483,78,32010
54484,57,17415
54485,39,8415
54486,10,730
54487,83,36135
54488,21,2655
54489,62,20490
54490,22,2890
54491,71,26655
54492,79,32815
54493,99,51015
54494,58,18010
54495,19,2215
54496,32,5790
54497,17,1815
54498,93,45135
54499,100,52030
54500,42,9690
54501,43,10135
54502,69,25215
54503,100,52030
54504,3,135
54505,20,2430
54506,52,14590
54507,66,23130
54508,22,2890
54509,39,8415
54510,36,7230
54511,80,33630
54512,25,3655
54513,40,8830
54514,83,36135
54515,30,5130
54516,84,36990
54517,78,32010
54518,11,855
54519,54,15690
54520,100,52030
54521,49,13015
54522,44,10590
54523,74,28890
54524,56,16830
54525,3,135
54526,20,2430
54527,41,9255
54528,48,12510
54529,19,2215
54530,55,16255
54531,26,3930
54532,71,26655
54533,100,52030
54534,19,2215
54535,48,12510
54536,75,29655
54537,22,2890
54538,0,30
54539,70,25930
54540,4,190
54541,44,10590
54542,29,4815
54543,93,45135
54544,61,19855
54545,49,13015
54546,68,24510
54547,36,7230
54548,67,23815
54549,100,52030
54550,25,3655
54551,77,31215
54552,50,13530
54553,36,7230
54554,43,10135
54555,2,90
54556,81,34455
54557,25,3655
54558,4,190
54559,80,33630
54560,99,51015
54561,9,615
54562,56,16830
54563,31,5455
54564,88,40510
54565,44,10590
54566,19,2215
54567,36,7230
54568,87,39615
54569,63,21135
54570,59,18615
54571,32,5790
54572,47,12015
54573,23,3135
54574,24,3390
54575,69,25215
54576,21,2655
54577,0,30
54578,54,15690
54579,80,33630
54580,16,1630
54581,36,7230
54582,57,17415
54583,50,13530
54584,13,1135
54585,25,3655
54586,20,2430
54587,73,28135
54588,7,415
54589,80,33630
54590,37,7615
54591,84,36990
54592,35,6855
54593,35,6855
54594,53,15135
54595,24,3390
54596,10,730
54597,6,330
54598,49,13015
54599,76,30430
54600,74,28890
54601,31,5455
54602,29,4815
54603,22,2890
54604,12,990
54605,13,1135
54606,4,190
54607,0,30
54608,23,3135
54609,25,3655
54610,29,4815
54611,27,4215
54612,67,23815
54613,75,29655
54614,50,13530
54615,35,6855
54616,67,23815
54617,93,45135
54618,64,21790
54619,12,990
54620,92,44190
54621,12,990
54622,31,5455
54623,26,3930
54624,92,44190
54625,69,25215
54626,70,25930
54627,100,52030
54628,91,43255
54629,64,21790
54630,12,990
54631,20,2430
54632,55,16255
54633,83,36135
54634,71,26655
54635,65,22455
54636,13,1135
54637,9,615
54638,94,46090
54639,43,10135
54640,80,33630
54641,80,33630
54642,26,3930
54643,24,3390
54644,78,32010
54645,83,36135
54646,20,2430
54647,22,2890
54648,82,35290
54649,94,46090
54650,21,2655
54651,30,5130
54652,6,330
54653,30,5130
54654,2,90
54655,68,24510
54656,97,49015
54657,66,23130
54658,77,31215
54659,63,21135
54660,64,21790
54661,38,8010
54662,38,8010
54663,98,50010
54664,55,16255
54665,82,35290
54666,10,730
54667,83,36135
54668,18,2010
54669,28,4510
54670,52,14590
54671,34,6490
54672,22,2890
54673,17,1815
54674,69,25215
54675,78,32010
54676,26,3930
54677,67,23815
54678,78,32010
54679,68,24510
54680,28,4510
54681,92,44190
54682,14,1290
54683,83,36135
54684,17,1815
54685,69,25215
54686,36,7230
54687,57,17415
54688,70,25930
54689,6,330
54690,42,9690
54691,54,15690
54692,31,5455
54693,46,11530
54694,35,6855
54695,33,6135
54696,62,20490
54697,10,730
54698,50,13530
54699,1,55
54700,41,9255
54701,63,21135
54702,82,35290
54703,85,37855
54704,5,255
54705,88,40510
54706,84,36990
54707,86,38730
54708,29,4815
54709,1,55
54710,38,8010
54711,80,33630
54712,39,8415
54713,27,4215
54714,75,29655
54715,85,37855
54716,25,3655
54717,23,3135
54718,37,7615
54719,48,12510
54720,80,33630
54721,35,6855
54722,62,20490
54723,40,8830
54724,66,23130
54725,31,5455
54726,68,24510
54727,4,190
54728,6,330
54729,73,28135
54730,52,14590
54731,70,25930
54732,25,3655
54733,16,1630
54734,16,1630
54735,95,47055
54736,11,855
54737,67,23815
54738,38,8010
54739,71,26655
54740,96,48030
54741,66,23130
54742,51,14055
54743,83,36135
54744,42,9690
54745,100,52030
54746,59,18615
54747,8,510
54748,7,415
54749,83,36135
54750,80,33630
54751,17,1815
54752,95,47055
54753,90,42330
54754,95,47055
54755,92,44190
54756,79,32815
54757,37,7615
54758,6,330
54759,20,2430
54760,17,1815
54761,88,40510
54762,62,20490
54763,64,21790
54764,53,15135
54765,100,52030
54766,92,44190
54767,58,18010
54768,39,8415
54769,22,2890
54770,1,55
54771,37,7615
54772,0,30
54773,50,13530
54774,71,26655
54775,69,25215
54776,78,32010
54777,27,4215
54778,68,24510
54779,7,415
54780,59,18615
54781,15,1455
54782,31,5455
54783,39,8415
54784,91,43255
54785,89,41415
54786,60,19230
54787,64,21790
54788,22,2890
54789,7,415
54790,12,990
54791,96,48030
54792,65,22455
54793,69,25215
54794,55,16255
54795,82,35290
54796,67,23815
54797,98,50010
54798,74,28890
54799,17,1815
54800,73,28135
54801,5,255
54802,76,30430
54803,90,42330
54804,76,30430
54805,59,18615
54806,19,2215
54807,70,25930
54808,68,24510
54809,41,9255
54810,58,18010
54811,39,8415
54812,76,30430
54813,25,3655
54814,52,14590
54815,26,3930
54816,82,35290
54817,28,4510
54818,27,4215
54819,14,1290
54820,51,14055
54821,46,11530
54822,40,8830
54823,70,25930
54824,87,39615
54825,38,8010
54826,0,30
54827,53,15135
54828,53,15135
54829,25,3655
54830,23,3135
54831,22,2890
54832,16,1630
54833,72,27390
54834,72,27390
54835,46,11530
54836,20,2430
54837,44,10590
54838,70,25930
54839,67,23815
54840,68,24510
54841,26,3930
54842,68,24510
54843,86,38730
54844,2,90
54845,62,20490
54846,86,38730
54847,50,13530
54848,18,2010
54849,96,48030
54850,29,4815
54851,86,38730
54852,82,35290
54853,42,9690
54854,90,42330
54855,76,30430
54856,10,730
54857,9,615
54858,84,36990
54859,82,35290
54860,72,27390
54861,62,20490
54862,25,3655
54863,3,135
54864,71,26655
54865,18,2010
54866,34,6490
54867,18,2010
54868,0,30
54869,41,9255
54870,93,45135
54871,0,30
54872,1,55
54873,8,510
54874,98,50010
54875,93,45135
54876,71,26655
54877,20,2430
54878,68,24510
54879,12,990
54880,3,135
54881,69,25215
54882,46,11530
54883,59,18615
54884,40,8830
54885,7,415
54886,91,43255
54887,56,16830
54888,85,37855
54889,77,31215
54890,80,33630
54891,51,14055
54892,89,41415
54893,21,2655
54894,17,1815
54895,2,90
54896,84,36990
54897,0,30
54898,80,33630
54899,6,330
54900,94,46090
54901,27,4215
54902,11,855
54903,77,31215
54904,21,2655
54905,44,10590
54906,34,6490
54907,21,2655
54908,86,38730
54909,46,11530
54910,76,30430
54911,57,17415
54912,93,45135
54913,61,19855
54914,33,6135
54915,85,37855
54916,44,10590
54917,86,38730
54918,40,8830
54919,11,855
54920,15,1455
54921,22,2890
54922,18,2010
54923,8,510
54924,36,7230
54925,43,10135
54926,63,21135
54927,43,10135
54928,8,510
54929,70,25930
54930,51,14055
54931,88,40510
54932,64,21790
54933,69,25215
54934,97,49015
54935,18,2010
54936,49,13015
54937,82,35290
54938,15,1455
54939,52,14590
54940,24,3390
54941,10,730
54942,17,1815
54943,75,29655
54944,6,330
54945,46,11530
54946,93,45135
54947,75,29655
54948,19,2215
54949,51,14055
54950,95,47055
54951,37,7615
54952,39,8415
54953,88,40510
54954,82,35290
54955,86,38730
54956,34,6490
54957,96,48030
54958,49,13015
54959,54,15690
54960,71,26655
54961,5,255
54962,43,10135
54963,9,615
54964,99,51015
54965,66,23130
54966,91,43255
54967,93,45135
54968,70,25930
54969,95,47055
54970,12,990
54971,18,2010
54972,90,42330
54973,90,42330
54974,82,35290
54975,71,26655
54976,52,14590
54977,17,1815
54978,16,1630
54979,99,51015
54980,85,37855
54981,87,39615
54982,15,1455
54983,63,21135
54984,30,5130
54985,97,49015
54986,82,35290
54987,46,11530
54988,78,32010
54989,67,23815
54990,73,28135
54991,21,2655
54992,85,37855
54993,71,26655
54994,89,41415
54995,40,8830
54996,35,6855
54997,23,3135
54998,51,14055
54999,93,45135
55000,18,2010
55001,64,21790
55002,38,8010
55003,81,34455
55004,24,3390
55005,32,5790
55006,89,41415
55007,42,9690
55008,3,135
55009,79,32815
55010,98,50010
55011,79,32815
55012,80,33630
55013,27,4215
55014,92,44190
55015,54,15690
55016,19,2215
55017,34,6490
55018,22,2890
55019,50,13530
55020,37,7615
55021,1,55
55022,78,32010
55023,72,27390
55024,35,6855
55025,78,32010
55026,45,11055
55027,76,30430
55028,95,47055
55029,88,40510
55030,95,47055
55031,4,190
55032,1,55
55033,72,27390
55034,8,510
55035,8,510
55036,91,43255
55037,83,36135
55038,42,9690
55039,21,2655
55040,57,17415
55041,23,3135
55042,44,10590
55043,22,2890
55044,78,32010
55045,93,45135
55046,74,28890
55047,81,34455
55048,28,4510
55049,47,12015
55050,1,55
55051,1,55
55052,44,10590
55053,82,35290
55054,78,32010
55055,54,15690
55056,44,10590
55057,97,49015
55058,89,41415
55059,79,32815
55060,85,37855
55061,29,4815
55062,25,3655
55063,36,7230
55064,96,48030
55065,8,510
55066,1,55
55067,52,14590
55068,10,730
55069,53,15135
55070,30,5130
55071,96,48030
55072,15,1455
55073,47,12015
55074,73,28135
55075,48,12510
55076,62,20490
55077,52,14590
55078,44,10590
55079,23,3135
55080,63,21135
55081,61,19855
55082,34,6490
55083,48,12510
55084,61,19855
55085,30,5130
55086,52,14590
55087,87,39615
55088,27,4215
55089,25,3655
55090,30,5130
55091,71,26655
55092,61,19855
55093,93,45135
55094,34,6490
55095,43,10135
55096,56,16830
55097,31,5455
55098,80,33630
55099,22,2890
55100,74,28890
55101,67,23815
55102,5,255
55103,30,5130
55104,71,26655
55105,17,1815
55106,90,42330
55107,100,52030
55108,55,16255
55109,38,8010
55110,66,23130
55111,33,6135
55112,56,16830
55113,26,3930
55114,38,8010
55115,49,13015
55116,76,30430
55117,82,35290
55118,30,5130
55119,86,38730
55120,70,25930
55121,18,2010
55122,42,9690
55123,2,90
55124,98,50010
55125,70,25930
55126,45,11055
55127,66,23130
55128,58,18010
55129,9,615
55130,72,27390
55131,87,39615
55132,56,16830
55133,45,11055
55134,10,730
55135,34,6490
55136,72,27390
55137,48,12510
55138,31,5455
55139,56,16830
55140,51,14055
55141,83,36135
55142,58,18010
55143,59,18615
55144,0,30
55145,84,36990
55146,5,255
55147,84,36990
55148,58,18010
55149,62,20490
55150,44,10590
55151,31,5455
55152,18,2010
55153,55,16255
55154,75,29655
55155,44,10590
55156,60,19230
55157,57,17415
55158,18,2010
55159,100,52030
55160,44,10590
55161,19,2215
55162,13,1135
55163,20,2430
55164,82,35290
55165,30,5130
55166,21,2655
55167,80,33630
55168,3,135
55169,17,1815
55170,91,43255
55171,47,12015
55172,35,6855
55173,8,510
55174,68,24510
55175,22,2890
55176,68,24510
